time	x	y
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
1.0	-0.282984055461	-0.424053618036
1.0	-0.960394282243	-1.91431252076
1.0	1.47194815503	-0.789706940735
1.0	0.309836245954	0.959278023766
1.0	-0.909435300128	-0.91705254173
1.0	1.57694764954	-0.650072929508
1.0	2.19594796157	-2.39958699436
1.0	0.730220967829	-1.66143373865
1.0	1.04329074555	-2.04141749623
1.0	-1.43344958144	1.01582226142
1.0	-0.565928067363	0.178490088183
1.0	0.380178826799	-1.02954933009
1.0	-1.12343222764	0.908269223707
1.0	-0.370777285156	-0.317069107699
1.0	-0.121942072205	1.2886682116
1.0	-1.73820103505	-1.25687684262
1.0	-1.07322720957	-1.29903261892
1.0	0.642862552327	-0.378395333271
1.0	1.59152831473	-0.723635286401
1.0	0.708877799271	0.436574111913
1.0	-0.343898139951	-0.571406023908
1.0	-1.55316933568	0.141599087203
1.0	-0.8785495918	1.26632723447
1.0	1.36264729741	0.435370889606
1.0	1.20950484921	0.161723615664
1.0	-0.386105732275	1.24484169707
1.0	0.710467337668	-1.17203397902
1.0	0.901790532319	3.27583434435
1.0	-0.90047512268	-0.0940138263416
1.0	0.616275281977	-0.038138063238
1.0	1.47029656415	0.391091054731
1.0	-0.704596860302	0.329498211722
1.0	-0.706184167181	-0.749137577751
1.0	-0.683823158316	-0.577651755115
1.0	1.10158676158	0.276942093712
1.0	-0.444546000726	0.441518106804
1.0	-0.151847005427	-0.242575687203
1.0	-0.106449818528	1.68634764668
1.0	0.136413743041	0.917266572568
1.0	-0.828097034479	0.950849213785
1.0	-1.72677826542	1.13102610696
1.0	0.38851407778	0.657265374213
1.0	-2.20148533278	1.0084042893
1.0	1.66639241782	0.658794297422
1.0	-0.812296022264	1.79615201394
1.0	-0.347928542396	0.907584259698
1.0	0.0922763425802	-1.11443460157
1.0	0.147973432969	0.709952126638
1.0	0.00247996278806	1.25343666566
1.0	1.21849729868	-1.41609564054
1.0	0.623820334141	0.11431004591
1.0	-0.72805116287	-0.116008379239
1.0	0.474971437934	-0.307308177916
1.0	2.28155143089	-1.22867830236
1.0	-0.161418455188	1.41850738036
1.0	-0.713803411623	-1.25086246379
1.0	-1.00668522288	-0.257044966505
1.0	-0.97276453775	0.60451475844
1.0	-0.614013837367	-0.66688076167
1.0	-1.13302530706	0.220256506502
1.0	0.0722416194078	0.460332688633
1.0	-1.90673965558	-1.93017996622
1.0	0.545672132791	-1.02248724828
1.0	-1.90009861054	-0.455667541454
1.0	-0.914990712638	0.456849343322
1.0	-1.10110704822	1.40776828982
1.0	1.8042559158	1.22758818402
1.0	-0.539660172177	0.816949542711
1.0	1.23827207708	-0.0309359384967
1.0	-0.434254359757	0.511942924868
1.0	-0.49426958243	1.0078969233
1.0	-0.236050716493	-0.521659020936
1.0	-1.40441192089	-1.4638854066
1.0	2.08885223549	-0.315219224011
1.0	-1.46210764028	-1.38389405817
1.0	1.24498152482	0.509289866907
1.0	-0.104429322397	1.11420457942
1.0	-1.28655545499	0.351115530592
1.0	0.822944555491	0.389588699051
1.0	-0.677349606853	-1.01412939798
1.0	1.06364975396	1.59882997541
1.0	-0.682819508056	1.94096479145
1.0	0.225768308578	-1.45408680135
1.0	0.325695541739	0.793140052347
1.0	0.637038231883	-0.151882985753
1.0	0.760261486403	-1.45548789
1.0	-0.0247595200556	0.34511919539
1.0	0.426627648771	-0.0770930392538
1.0	0.710640086984	-0.296456192821
1.0	-0.665111756043	0.868009245767
1.0	0.357982403892	1.97528829711
1.0	-1.87562926843	1.1075807655
1.0	-1.38777062255	1.06111790743
1.0	0.212389685787	-1.30740369638
1.0	0.611810700408	1.04606494368
1.0	-0.794760113704	-1.01165531856
1.0	-0.12845525245	0.500553004899
1.0	0.974066361504	1.56040338216
1.0	0.0942093589659	1.62767921317
1.0	-1.14315164011	-0.260496698397
1.0	0.552002775703	0.606681015117
1.0	0.258746623908	-1.25687055116
1.0	0.27757032232	-0.186521900606
1.0	0.194757001804	1.41249132169
1.0	-0.558987998989	0.945769334751
1.0	-0.721772073947	-0.438657848455
1.0	0.900108440808	0.248109823462
1.0	-0.263226776144	0.939058431085
1.0	-0.0566675980647	0.744457003296
1.0	0.469966224751	-0.344979008848
1.0	2.12690355621	-0.248390469769
1.0	-1.35449678676	-0.0576837740072
1.0	0.459900813159	-1.42032159703
1.0	2.1527556338	0.502460399241
1.0	0.757245742144	1.34560535455
1.0	0.131732736371	1.08264876467
1.0	-1.25728639166	-1.11810213857
1.0	-0.093072716852	0.92840613976
1.0	-0.493563423072	-0.429087247232
1.0	-1.24006283495	1.17641120803
1.0	-0.275049297808	-1.26208461738
1.0	0.0478016151955	-2.04568774987
1.0	1.83688974384	1.74217861104
1.0	-1.01247990378	0.100058614319
1.0	-1.37894951284	1.18432699086
1.0	-1.70413705848	-2.08147753083
1.0	-0.89660447325	-0.837976650016
1.0	-0.105517606614	-0.252859108683
1.0	-0.928431894161	0.699160512898
1.0	-0.788233419874	1.56741985072
1.0	-0.800993572323	-0.496318435094
1.0	-0.899822133188	0.527674042781
1.0	0.278705782421	0.254663041184
1.0	-1.11399235433	0.00278129007374
1.0	-2.32034975403	1.00224348648
1.0	-0.909969102674	0.474109041014
1.0	0.707102469103	-0.223266985074
1.0	0.997093810211	0.836256541252
1.0	-0.434532462056	-1.14822360614
1.0	1.77072664258	1.39531388474
1.0	0.171293603824	0.161941446499
1.0	-0.860459134737	-0.14024838023
1.0	-0.555181567985	-1.04320402504
1.0	-0.543429831999	-0.0917898897744
1.0	0.155244635614	-1.34622797801
1.0	0.402884823194	0.993844587125
1.0	-0.689835778246	-0.247858596026
1.0	-1.11319047138	-1.2509216716
1.0	0.525112449407	-0.433629753948
1.0	-0.91376942658	-1.74955581928
1.0	-0.652091514211	-0.973943787966
1.0	0.869763035892	0.441904242391
1.0	0.926108944916	-1.63141233861
1.0	1.51443209309	0.661354067409
1.0	1.3818240869	-0.467829441846
1.0	-0.136350267671	0.0911635579315
1.0	-1.59314321818	-1.32970381816
1.0	-0.707792422559	0.0364335369639
1.0	-1.21020928392	0.355047659413
1.0	-0.925469791568	-1.76914354044
1.0	-0.598047234334	-1.04338937658
1.0	-0.408565427822	1.86520512171
1.0	-0.199392274843	-0.346034846366
1.0	0.0632180188409	1.12129668327
1.0	0.325085377793	-1.62922898504
1.0	1.18574498693	-0.176470348711
1.0	0.87726400838	0.0181946702219
1.0	0.392917108893	-0.207484886387
1.0	-0.363848455898	-0.573038680184
1.0	-0.615583622281	-0.625094826134
1.0	0.136500049151	1.28362368986
1.0	-1.20372241345	-1.07920489337
1.0	0.447938969489	-1.58092342009
1.0	0.405569912212	0.728571308477
1.0	0.0707429065159	0.89292351441
1.0	0.179550047769	-0.868650662007
1.0	-0.656348224037	-1.84177394931
1.0	-1.16485457045	-0.439016683786
1.0	-1.66151202482	0.231184933307
1.0	-0.577419198689	-0.823080341353
1.0	0.48784305476	-1.14770760377
1.0	0.136710326791	-0.839414370066
1.0	-0.697926876535	-1.46237499677
1.0	0.972814219834	0.0823791196599
1.0	1.05427017974	-0.00223836426908
1.0	0.136563133272	1.33548691234
1.0	-1.70496490055	-1.31472208305
1.0	-0.584779929765	0.262571211372
1.0	-0.506345815364	-1.04526174803
1.0	-1.95047522285	0.71948800714
1.0	0.299404961812	0.995249938021
1.0	0.953127071977	0.570229449869
1.0	-2.11409546202	-0.0606147430607
1.0	-0.231860202265	1.08066507822
1.0	-1.26399266963	-0.127257679342
1.0	1.3519924836	0.792354007417
1.0	-0.595684593591	-1.52500172003
1.0	-0.0731606718149	0.302115181265
1.0	2.01043913225	0.257258385748
1.0	-0.963793734295	-0.218781984095
1.0	-2.86393855703	-0.0590870120402
1.0	0.311986996137	0.507129304202
1.0	-1.5155274916	0.206365270696
1.0	0.568240688437	-0.622489471297
1.0	3.28235575032	1.2784562841
1.0	1.91807469409	0.587063855952
1.0	0.172754077869	1.67552490171
1.0	-0.303486484878	0.318855790375
1.0	0.39552153886	-1.95830976747
1.0	-0.981666204026	-0.670133096778
1.0	-1.09675288925	-0.695765613355
1.0	0.834066626552	1.16628805506
1.0	-0.0347188960059	0.0294679172899
1.0	-0.383464293385	0.181720403313
1.0	-1.01893776405	0.200340438449
1.0	-2.28543301501	-0.925168447461
1.0	0.694484488029	-0.31944816647
1.0	-0.428367728312	0.463087842287
1.0	-0.665397125245	0.414125737813
1.0	-0.731733843304	-0.746279775348
1.0	1.27495951258	0.229267486668
1.0	-0.119552298304	-0.396560089589
1.0	-2.62980634425	1.89098691229
1.0	-1.09066241017	0.57770077909
1.0	-1.47110317075	1.93411484496
1.0	1.0906518309	1.01910812172
1.0	0.228218331551	-0.898282453724
1.0	-0.150254558691	-0.700582711882
1.0	1.26036626486	0.175911967735
1.0	1.00179864835	-0.225275059479
1.0	-0.886614335677	0.9992899319
1.0	-0.814379287928	-0.189249295242
1.0	0.952047229539	0.397546200727
1.0	0.680389393288	0.41782007706
1.0	-0.184368022413	-0.946061923254
1.0	0.0811601602436	0.417572782698
1.0	0.102441157587	-0.583905274836
1.0	-1.7241812343	0.528049466807
1.0	-0.202412058703	-1.4585067125
1.0	-0.245660444741	-0.615248756781
1.0	-1.14968477592	1.44851856044
1.0	-0.265325374184	-0.686525651168
1.0	1.85160015576	-0.573598868609
1.0	1.97893651349	-0.982083072133
1.0	1.2384024485	-0.129158959259
1.0	1.76534801648	0.440259462569
1.0	-1.06973271521	-2.20094440968
1.0	0.856918752003	-0.472351031713
1.0	0.222455944213	0.0376102900974
1.0	-0.0595828926624	0.815436489315
1.0	-1.69200497516	-1.32112963462
1.0	-0.118222017656	0.28613442176
1.0	-1.42787034713	0.413803249521
1.0	-0.975195578232	-1.59710375197
1.0	0.00749784503176	-0.514234128576
1.0	1.82316127425	-0.797349727233
1.0	-0.787708276108	2.15057997576
1.0	-0.104141549659	-1.08243782445
1.0	-1.69117756444	1.04216309187
1.0	0.57264228426	0.380344237052
1.0	1.01924004748	-1.75552773038
1.0	1.33949787388	0.46866367621
1.0	-0.840991207569	-0.296031487769
1.0	-0.711610721697	-0.0711145581109
1.0	-0.313850788443	-0.601795303483
1.0	-0.132830863707	-0.0763702985973
1.0	1.24155985568	-0.882274002572
1.0	-1.01623610486	0.13592622868
1.0	-0.815635483233	-0.412114976275
1.0	0.0898317598449	0.588852787425
1.0	0.644905274387	-0.685588523216
1.0	-0.116087975057	1.92973177499
1.0	-1.25566385485	0.899618163927
1.0	1.35591488829	1.19097913869
1.0	-0.422593160435	0.511930491111
1.0	-0.124999645925	1.38919687885
1.0	-1.16979419973	1.33219761391
1.0	-0.503175335833	-0.646833220095
1.0	0.524361889114	0.295066500067
1.0	-0.596675997409	0.508107557366
1.0	1.29658987633	-0.634888817655
1.0	-0.70012155592	0.602522675221
1.0	-0.344108006351	0.179521207311
1.0	0.223489333649	1.6749681309
1.0	-0.510283910753	-0.801385769335
1.0	0.911122299444	1.00632366756
1.0	-0.161132003472	-0.719777027349
1.0	1.39587427869	-0.501379601735
1.0	0.492945252897	-0.758640209899
1.0	-0.307715312732	-0.128113727957
1.0	0.0143374396063	-1.76769437197
1.0	-0.873359199338	0.318536834459
1.0	-0.166983812736	-0.843632712856
1.0	-0.0680747594223	-1.03303060362
1.0	-0.943925739725	1.55674295661
1.0	-1.14616953442	-1.02376545858
1.0	-0.540514006155	0.35328447456
1.0	-0.491796125715	-0.371846149199
1.0	-0.20832559837	0.456025266136
1.0	-0.550097853773	-1.75005928948
1.0	-1.0045462046	1.52692929113
1.0	-0.459754702358	0.442412087001
1.0	-0.0752807817063	-1.50986311106
1.0	0.0403515626059	0.923051946709
1.0	0.956045316491	0.313892073435
1.0	0.75101559972	0.0224091202258
1.0	-0.15642846617	0.102652977012
1.0	-1.31896778621	-1.09638633341
1.0	1.09411859554	-0.487626502834
1.0	-1.15394415953	-1.25255631702
1.0	-0.122172318897	-1.39745252861
1.0	-0.904076288637	1.25016199832
1.0	-1.59345986902	0.68923664875
1.0	-0.183633416816	0.913489377685
1.0	0.790764353068	0.245830357744
1.0	-0.597424330409	1.17040028625
1.0	0.529030907745	0.677321027587
1.0	0.971439091334	0.462038347935
1.0	-1.71013785494	0.196314943143
1.0	-0.699292747127	1.24985613168
1.0	2.53304075496	0.644984327531
1.0	1.96804737627	0.06457589796
1.0	0.172199290222	1.70270568079
1.0	0.985365863201	-1.12395694005
1.0	-0.823326217418	-0.185723698725
1.0	-0.333148298531	0.212052343008
1.0	0.358816732903	-0.0716065863368
1.0	1.97070586918	2.12443988239
1.0	-0.635804850643	-0.890824180952
1.0	-0.0989021870897	-0.728202564333
1.0	-1.85666105549	-0.544423458291
1.0	-0.489253812953	1.80706565622
1.0	0.397410489273	0.150876246926
1.0	0.0229559595829	-2.02196825712
1.0	-0.386645528113	0.11681416981
1.0	1.20272098038	-0.239583737884
1.0	0.597230830171	-0.220311082152
1.0	-1.46921595613	-0.444099779466
1.0	1.33657371302	-1.33448812258
1.0	0.368445138377	-2.21984196022
1.0	1.15985746662	0.616782335583
1.0	-0.467383008225	-1.91540476079
1.0	0.0628744866749	0.624965742594
1.0	0.0169189169414	-0.181010898746
1.0	0.798217580223	-1.76746521351
1.0	0.58087937919	0.10298225409
1.0	0.3694565099	-0.382761499399
1.0	0.682246893863	0.717114674473
1.0	0.390699484819	-1.36114752498
1.0	-0.208765748173	-0.59304424375
1.0	2.21123678773	0.200257318513
1.0	-0.488170671187	-0.755081750533
1.0	1.4714605975	0.483415699622
1.0	0.765673719886	0.0600894761193
1.0	-0.857284301822	1.08464503854
1.0	-1.10807409814	-0.402564999804
1.0	0.972222177796	0.94839379774
1.0	0.176625569339	-0.863220660864
1.0	0.179637491216	0.277668452365
1.0	0.464728178043	1.28108105492
1.0	0.578554117944	-0.000116943892494
1.0	1.21183925963	0.968460150015
1.0	-1.71154589232	1.12942234958
1.0	0.204648158708	0.0578696609731
1.0	-0.203005821355	-1.16201624364
1.0	-0.113526782216	0.0849753039063
1.0	-0.320301717928	0.55791935151
1.0	0.383395500261	-0.732966768027
1.0	-0.0917004897941	1.62051743248
1.0	0.57187516098	-0.00262140236436
1.0	0.0857314064749	0.227824768926
1.0	0.106083043654	2.23245739439
1.0	0.676684653485	2.34986394642
1.0	-0.751426610859	-1.37679895759
1.0	1.09844152883	-1.06674058816
1.0	0.122932220169	-0.097236127198
1.0	-0.186754119668	-0.359654561903
1.0	-0.245442133452	-0.673184713145
1.0	0.837332104499	-1.59037773681
1.0	0.86768344244	-0.182443266744
1.0	-0.57524063408	-0.624291551292
1.0	-0.186754769121	1.22337213274
1.0	0.891487420776	0.128736020965
1.0	0.503627594672	0.110316142315
1.0	0.64531421636	-0.341795982377
1.0	-0.216083285889	-0.815903706276
1.0	-0.155369835496	0.279545370474
1.0	0.982988419953	1.400263599
1.0	-0.290901174149	0.457774759804
1.0	1.14260084933	-0.301949392683
1.0	1.29631866227	1.137490934
1.0	0.840242438422	-1.66483315707
1.0	-0.557015814029	-0.49211805214
1.0	0.261604289276	-1.04732956499
1.0	-0.847112166125	-0.673963891328
1.0	0.551281577441	-0.827958779428
1.0	-2.47631716687	0.55273235217
1.0	-1.63525078971	-0.42776320434
1.0	0.348142141823	-0.450538867479
1.0	-0.04049437219	0.314253609196
2.0	-0.439299382536	-0.0708060147726
2.0	0.527600607062	-1.23264739272
2.0	0.62295764376	0.905101626882
2.0	2.22426670978	-0.30662205336
2.0	-0.699818883823	-1.06588306784
2.0	1.84701426574	-0.755016825951
2.0	0.200950368296	-1.20687413048
2.0	-0.150276847072	-1.662365665
2.0	-0.457858577089	-1.5617090222
2.0	-3.8262675159	1.94429759168
2.0	-1.71957567117	3.13675144763
2.0	2.27195190488	-0.966635288575
2.0	-2.35080001916	0.38874522141
2.0	-1.87363104132	-2.78082597011
2.0	-0.601453588472	0.94019223417
2.0	-0.259267115838	-3.25203844917
2.0	1.0902250749	-1.72315658335
2.0	0.599519925189	-0.891237462218
2.0	3.19494279635	-3.07353619284
2.0	-0.0317836120931	-0.412470013998
2.0	-1.45516618127	1.20214840176
2.0	-1.49598587013	0.612514854839
2.0	-0.51873598306	1.85681180929
2.0	-0.154131869585	0.367314112856
2.0	1.27342454031	0.572942915616
2.0	0.529846561981	1.96907673102
2.0	3.09987377307	-0.387602351602
2.0	0.0879636186571	4.83908920839
2.0	-1.22329861956	-0.63961122049
2.0	1.77135329607	-0.644319895919
2.0	0.925789830069	0.695075385096
2.0	-0.32250788668	0.343786464676
2.0	-1.51207599233	-0.962381426918
2.0	-1.04414352874	-0.46918846882
2.0	2.25090779409	-1.28952206631
2.0	-0.175337984702	1.91565844227
2.0	0.508698090301	-0.840243286478
2.0	-0.154586891794	-0.202714125709
2.0	0.746790034878	1.78890493055
2.0	0.614471761189	-0.696569188039
2.0	-2.27655085323	2.08647171485
2.0	1.69824098294	0.542254113971
2.0	-2.94299990025	1.81699441644
2.0	1.61093231846	0.232148431671
2.0	0.024600501554	1.41211678719
2.0	0.0462358352382	1.14573359459
2.0	-1.74678872812	-1.60179448548
2.0	0.775990608755	0.613451011281
2.0	0.445248479312	1.13373109031
2.0	1.46644903442	-1.41505395881
2.0	1.14047645755	2.08012978254
2.0	-3.09482328274	-1.4967716584
2.0	1.42661791367	-1.14073385614
2.0	0.854873618751	1.16632368023
2.0	0.185049915323	0.866827415732
2.0	-0.81806574158	-1.48343094203
2.0	-0.444198228733	1.15214194012
2.0	0.266251692137	-0.414191306003
2.0	-0.969461028663	-0.671395460106
2.0	-1.93987645253	-0.351915527387
2.0	-0.167195917309	1.11954824103
2.0	-1.97940690731	-3.13382096902
2.0	1.22388276405	-1.43933678383
2.0	-2.15506263332	-1.18829128402
2.0	-1.140518272	-0.205095969993
2.0	-1.25605409295	2.36981419528
2.0	1.94637630316	2.64052484387
2.0	-1.34526826062	0.979504287283
2.0	1.26504177852	-0.880582577018
2.0	1.46595789731	0.626546908158
2.0	0.012788204204	-0.134034369991
2.0	-0.856129567932	-1.55941608952
2.0	-1.83102835164	-2.06828397106
2.0	1.13806987101	-0.474935883263
2.0	-1.70709391388	-0.827856307244
2.0	1.57225429868	-0.619623283523
2.0	1.45635586055	2.41817584144
2.0	-3.25480387562	-0.540034942959
2.0	0.623524821431	1.78029718836
2.0	-0.175252428723	0.719451174302
